"row_id","original_path","archived_path","classification","outcome","source_path","source_line"
"134","docs/reviews/2026-09-19-mistral-mcp-candidates-research.md","docs/reviews/archive/2026-09-19-mistral-mcp-candidates-research.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","141"
"135","docs/reviews/2026-09-19-universal-council-prompt-mcp-context-layer.md","docs/reviews/archive/2026-09-19-universal-council-prompt-mcp-context-layer.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","142"
"136","docs/reviews/2026-09-20-mcp-research-consolidation.md","docs/reviews/archive/2026-09-20-mcp-research-consolidation.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","143"
"137","docs/reviews/2026-09-20-codex-paired-cycle-audit-prompt.md","docs/reviews/archive/2026-09-20-codex-paired-cycle-audit-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","145"
"138","docs/reviews/2026-09-20-mcp-stack-council-round1-prompt.md","docs/reviews/archive/2026-09-20-mcp-stack-council-round1-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","146"
"139","docs/reviews/2026-09-20-mcp-architecture-council-prompt.md","docs/reviews/archive/2026-09-20-mcp-architecture-council-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","147"
"140","docs/reviews/2026-09-20-deepseek-paired-cycle-wave-a-review.md","docs/reviews/archive/2026-09-20-deepseek-paired-cycle-wave-a-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","148"
"141","docs/reviews/2026-09-20-deepseek-cycle-closure-review.md","docs/reviews/archive/2026-09-20-deepseek-cycle-closure-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","149"
"142","docs/reviews/2026-09-20-mcp-council-round2-synthesis.md","docs/reviews/archive/2026-09-20-mcp-council-round2-synthesis.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","150"
"143","docs/reviews/2026-09-20-deepseek-gemini-cycle-resume-prompt.md","docs/reviews/archive/2026-09-20-deepseek-gemini-cycle-resume-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","151"
"144","docs/reviews/2026-09-20-deepseek-paired-cycle-remediation-dispatch.md","docs/reviews/archive/2026-09-20-deepseek-paired-cycle-remediation-dispatch.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","152"
"145","docs/reviews/2026-09-19-deepseek-course-correction-certification.md","docs/reviews/archive/2026-09-19-deepseek-course-correction-certification.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","153"
"146","docs/reviews/2026-09-19-deepseek-flash-a3-audit.md","docs/reviews/archive/2026-09-19-deepseek-flash-a3-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","154"
"147","docs/reviews/2026-09-19-gemini-remediation-advice.md","docs/reviews/archive/2026-09-19-gemini-remediation-advice.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","155"
"148","docs/reviews/2026-09-19-grand-consensus-systemic-course-correction-v2.md","docs/reviews/archive/2026-09-19-grand-consensus-systemic-course-correction-v2.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","157"
"149","docs/reviews/2026-09-20-gemini-cycle-closure-report.md","docs/reviews/archive/2026-09-20-gemini-cycle-closure-report.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","158"
"150","docs/reviews/2026-09-19-gemini-course-correction-implementation-prompt.md","docs/reviews/archive/2026-09-19-gemini-course-correction-implementation-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","159"
"151","docs/reviews/2026-09-20-deepseek-gemini-wave-c-remediation-prompt.md","docs/reviews/archive/2026-09-20-deepseek-gemini-wave-c-remediation-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","160"
"152","docs/reviews/2026-09-19-gemini-course-correction-implementation-report.md","docs/reviews/archive/2026-09-19-gemini-course-correction-implementation-report.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","162"
"153","docs/reviews/2026-09-19-gemini-course-correction-implementation-report.md","docs/reviews/archive/2026-09-19-gemini-course-correction-implementation-report.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","164"
"154","docs/reviews/2026-09-20-cycle-architecture-council-prompt.md","docs/reviews/archive/2026-09-20-cycle-architecture-council-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","165"
"155","docs/reviews/2026-09-20-deepseek-paired-cycle-wave-c-review.md","docs/reviews/archive/2026-09-20-deepseek-paired-cycle-wave-c-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","166"
"156","docs/reviews/2026-09-20-claude-cycle-architecture-statistical-audit.md","docs/reviews/archive/2026-09-20-claude-cycle-architecture-statistical-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","167"
"157","docs/reviews/2026-09-20-final-cycle-architecture-strategy.md","docs/reviews/archive/2026-09-20-final-cycle-architecture-strategy.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","169"
"158","docs/reviews/2026-09-20-final-cycle-architecture-adversarial-prompt.md","docs/reviews/archive/2026-09-20-final-cycle-architecture-adversarial-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","170"
"159","docs/reviews/2026-09-20-cycle-architecture-council-prompt.md","docs/reviews/archive/2026-09-20-cycle-architecture-council-prompt.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","171"
"160","docs/reviews/2026-09-20-gemini-cycle-architecture-adversarial-review.md","docs/reviews/archive/2026-09-20-gemini-cycle-architecture-adversarial-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","173"
"161","docs/reviews/2026-09-20-codex-cycle-architecture-certification.md","docs/reviews/archive/2026-09-20-codex-cycle-architecture-certification.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","175"
"162","docs/reviews/2026-09-20-codex-cycle-architecture-certification-round2.md","docs/reviews/archive/2026-09-20-codex-cycle-architecture-certification-round2.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","177"
"163","docs/reviews/2026-09-18-deepseek-flash-p5-gate-review.md","docs/reviews/archive/2026-09-18-deepseek-flash-p5-gate-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","179"
"164","docs/reviews/2026-09-21-claude-cycle-architecture-certification.md","docs/reviews/archive/2026-09-21-claude-cycle-architecture-certification.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","181"
"165","docs/reviews/2026-09-21-codex-cycle-architecture-certification-round4.md","docs/reviews/archive/2026-09-21-codex-cycle-architecture-certification-round4.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","183"
"166","docs/reviews/2026-09-20-deepseek-cycle-architecture-review.md","docs/reviews/archive/2026-09-20-deepseek-cycle-architecture-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","184"
"167","docs/reviews/2026-09-20-deepseek-paired-cycle-remediation-review.md","docs/reviews/archive/2026-09-20-deepseek-paired-cycle-remediation-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","185"
"168","docs/reviews/2026-09-20-deepseek-paired-cycle-wave-a-review-round2.md","docs/reviews/archive/2026-09-20-deepseek-paired-cycle-wave-a-review-round2.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","186"
"169","docs/reviews/2026-09-20-deepseek-paired-cycle-wave-b-review.md","docs/reviews/archive/2026-09-20-deepseek-paired-cycle-wave-b-review.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","187"
"170","docs/reviews/2026-09-20-claude-paired-cycle-wave-c-re-review-round2.md","docs/reviews/archive/2026-09-20-claude-paired-cycle-wave-c-re-review-round2.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","188"
"171","docs/reviews/2026-09-19-gemini-systemic-repository-audit.md","docs/reviews/archive/2026-09-19-gemini-systemic-repository-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","189"
"172","docs/reviews/2026-09-19-codex-trackc-h1-audit.md","docs/reviews/archive/2026-09-19-codex-trackc-h1-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","190"
"173","docs/reviews/2026-09-19-gemini-trackc-h1-audit.md","docs/reviews/archive/2026-09-19-gemini-trackc-h1-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","191"
"174","docs/reviews/2026-09-19-claude-opus-v1.9.5-certification.md","docs/reviews/archive/2026-09-19-claude-opus-v1.9.5-certification.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","192"
"175","docs/reviews/2026-09-19-deepseek-course-correction-certification-round2.md","docs/reviews/archive/2026-09-19-deepseek-course-correction-certification-round2.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","193"
"176","docs/reviews/2026-09-19-deepseek-flash-a1-audit.md","docs/reviews/archive/2026-09-19-deepseek-flash-a1-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","194"
"177","docs/reviews/2026-09-19-deepseek-flash-a4-audit.md","docs/reviews/archive/2026-09-19-deepseek-flash-a4-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","195"
"178","docs/reviews/2026-09-19-claude-opus-v1.9.5-delta-certification.md","docs/reviews/archive/2026-09-19-claude-opus-v1.9.5-delta-certification.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","196"
"179","docs/reviews/2026-09-19-deepseek-flash-a2-audit.md","docs/reviews/archive/2026-09-19-deepseek-flash-a2-audit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","197"
"180","docs/reviews/2026-09-19-deepseek-flash-a3-reaudit.md","docs/reviews/archive/2026-09-19-deepseek-flash-a3-reaudit.md","archived","mapped_in_archive_index","docs/reviews/archive/INDEX.md","198"
